1.381966011250105097e+01,0.000000000000000000e+00,2.000000000000000000e+01
1.319420441479531547e+01,0.000000000000000000e+00,2.000000000000000000e+01
1.335044858181270477e+01,1.000000000000000000e+00,2.000000000000000000e+01
1.273453379720516843e+01,1.000000000000000000e+00,2.000000000000000000e+01
1.287867716897644144e+01,2.000000000000000000e+00,2.000000000000000000e+01
1.227728706685456572e+01,2.000000000000000000e+00,2.000000000000000000e+01
1.240694440019580647e+01,3.000000000000000000e+00,2.000000000000000000e+01
1.182701875290392302e+01,3.000000000000000000e+00,2.000000000000000000e+01
1.193961493070267110e+01,4.000000000000000000e+00,2.000000000000000000e+01
1.139074963195024459e+01,4.000000000000000000e+00,2.000000000000000000e+01
1.148371295225592803e+01,5.000000000000000888e+00,2.000000000000000000e+01
1.097904962635981008e+01,5.000000000000000888e+00,2.000000000000000000e+01
1.105017623582491026e+01,6.000000000000000000e+00,2.000000000000000000e+01
1.060746741432989815e+01,6.000000000000000000e+00,2.000000000000000000e+01
1.065554320665973442e+01,6.999999999999999112e+00,2.000000000000000000e+01
1.029828375935018236e+01,7.000000000000000000e+00,2.000000000000000000e+01
1.032408120756001857e+01,8.000000000000000000e+00,2.000000000000000000e+01
1.008233885922018125e+01,8.000000000000000000e+00,2.000000000000000000e+01
1.009015782741699319e+01,9.000000000000000000e+00,2.000000000000000000e+01
1.000000000000000000e+01,9.000000000000000000e+00,2.000000000000000000e+01
1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01
1.009823625134822223e+01,1.000000000000000000e+01,2.000000000000000000e+01
1.010973957801007828e+01,1.100000000000000000e+01,2.000000000000000000e+01
1.041459790540807617e+01,1.100000000000000000e+01,2.000000000000000000e+01
1.046887112585072543e+01,1.200000000000000000e+01,2.000000000000000000e+01
1.092624916202827556e+01,1.200000000000000000e+01,2.000000000000000000e+01
1.105703338967480143e+01,1.300000000000000000e+01,2.000000000000000000e+01
1.146034399280425298e+01,1.300000000000000000e+01,2.000000000000000000e+01
1.165280180706923474e+01,1.400000000000000000e+01,2.000000000000000000e+01
1.174107774655607273e+01,1.400000000000000000e+01,2.000000000000000000e+01
1.190983005625052549e+01,1.499999999999999822e+01,2.000000000000000000e+01
1.167860369085146743e+01,1.500000000000000178e+01,2.000000000000000000e+01
1.178045554270711115e+01,1.600000000000000000e+01,2.000000000000000000e+01
1.138218366567391193e+01,1.600000000000000000e+01,2.000000000000000000e+01
1.143126706783563051e+01,1.700000000000000000e+01,2.000000000000000000e+01
1.096553544529549384e+01,1.699999999999999645e+01,2.000000000000000000e+01
1.098437881283575734e+01,1.800000000000000000e+01,2.000000000000000000e+01
1.049388402082691840e+01,1.800000000000000000e+01,2.000000000000000000e+01
1.049845680482377475e+01,1.900000000000000000e+01,2.000000000000000000e+01
9.999999999999998224e+00,1.900000000000000000e+01,2.000000000000000000e+01
1.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01
